0.01907	0.88548	0.08414
0.01909	0.88599	0.08352
0.0191	0.8865	0.08291
0.01912	0.88639	0.08179
0.01913	0.88629	0.08067
0.01915	0.88558	0.07904
0.01916	0.8838	0.07807
0.01918	0.88262	0.07761
0.01919	0.88155	0.07827
0.01921	0.88042	0.07837
0.01922	0.87873	0.07852
0.01924	0.87709	0.07924
0.01925	0.87611	0.08104
0.01927	0.87514	0.08284
0.01928	0.87535	0.08511
0.0193	0.87665	0.08669
0.01931	0.87784	0.08715
0.01933	0.87851	0.08822
0.01934	0.87969	0.08867
0.01936	0.88082	0.08855
0.01937	0.88132	0.08794
0.01939	0.88132	0.08794
0.0194	0.88127	0.08737
0.01942	0.88132	0.08794
0.01943	0.88138	0.0885
0.01945	0.88194	0.08844
0.01946	0.8825	0.08838
0.01948	0.88306	0.08833
0.01949	0.88306	0.08833
0.01951	0.88306	0.08833
0.01953	0.88362	0.08827
0.01954	0.88413	0.08766
0.01956	0.88413	0.08766
0.01957	0.88407	0.0871
0.01959	0.88346	0.08659
0.0196	0.88284	0.08609
0.01962	0.88228	0.08614
0.01963	0.88121	0.08681
0.01965	0.88127	0.08737
0.01966	0.88127	0.08737
0.01968	0.88127	0.08737
0.0197	0.88127	0.08737
0.01971	0.8802	0.08805
0.01973	0.87969	0.08867
0.01974	0.87919	0.08929
0.01976	0.87874	0.09047
0.01977	0.87892	0.09216
0.01979	0.87966	0.09379
0.01981	0.88084	0.09423
0.01982	0.88196	0.09411
0.01984	0.88252	0.09405
0.01985	0.88252	0.09405
0.01987	0.88258	0.09461
0.01989	0.88214	0.09579
0.0199	0.88345	0.09735
0.01992	0.88518	0.09772
0.01993	0.88686	0.09754
0.01995	0.88797	0.09741
0.01997	0.88958	0.09668
0.01998	0.89118	0.09594
0.02	0.89156	0.09422
0.02001	0.8915	0.09366
0.02003	0.89194	0.0925
0.02005	0.89244	0.09188
0.02006	0.89232	0.09077
0.02008	0.89277	0.08961
0.02009	0.89204	0.088
0.02011	0.89138	0.08694
0.02013	0.88966	0.08655
0.02014	0.88854	0.08666
0.02016	0.88804	0.88804
0.02018	0.88804	0.08727
0.02019	0.88804	0.08727
0.02021	0.88743	0.08677
0.02023	0.88687	0.08682
0.02024	0.88575	0.08693
0.02026	0.88463	0.08704
0.02028	0.88418	0.08822
0.02029	0.88424	0.08878
0.02031	0.88435	0.0899
0.02033	0.88441	0.09046
0.02034	0.88453	0.09157
0.02036	0.88564	0.09146
0.02038	0.88676	0.09134
0.02039	0.88726	0.09073
0.02041	0.88726	0.09073
0.02043	0.88776	0.09011
0.02044	0.88832	0.09006
0.02046	0.88876	0.08889
0.02048	0.8881	0.08783
0.02049	0.88748	0.08733
0.02051	0.88743	0.08677
0.02053	0.88626	0.08632
0.02054	0.88564	0.08581
0.02056	0.88452	0.08592
0.02058	0.8834	0.08603
0.0206	0.88239	0.08726
0.02061	0.8825	0.08838
0.02063	0.88312	0.08889
0.02065	0.88368	0.08883
0.02066	0.88368	0.08883
0.02068	0.88362	0.08827
0.0207	0.88362	0.08827
0.02072	0.88362	0.08827
0.02073	0.88357	0.08771
0.02075	0.88301	0.08777
0.02077	0.88295	0.08721
0.02079	0.8829	0.08665
0.0208	0.88177	0.08676
0.02082	0.88121	0.08681
0.02084	0.88065	0.08687
0.02086	0.88009	0.08692
0.02087	0.87958	0.08754
0.02089	0.87958	0.08754
0.02091	0.87964	0.0881
0.02093	0.8802	0.08805
0.02094	0.88014	0.08749
0.02096	0.87947	0.08642
0.02098	0.8788	0.08534
0.021	0.87767	0.08545
0.02101	0.87592	0.08505
0.02103	0.87479	0.08516
0.02105	0.87314	0.0859
0.02107	0.87212	0.08714
0.02109	0.87167	0.08834
0.0211	0.87178	0.08947
0.02112	0.87127	0.0901
0.02114	0.87133	0.09067
0.02116	0.87133	0.09067
0.02118	0.87082	0.09129
0.02119	0.87026	0.09135
0.02121	0.86969	0.09141
0.02123	0.86861	0.0921
0.02125	0.86873	0.09324
0.02127	0.86873	0.09324
0.02128	0.86765	0.09393
0.0213	0.86715	0.09456
0.02132	0.8667	0.09577
0.02134	0.86626	0.09697
0.02136	0.86639	0.09811
0.02138	0.86652	0.09925
0.0214	0.86708	0.09918
0.02141	0.86715	0.09975
0.02143	0.86715	0.09975
0.02145	0.86665	0.10039
0.02147	0.86614	0.10102
0.02149	0.86621	0.10159
0.02151	0.86628	0.10216
0.02152	0.86641	0.1033
0.02154	0.86648	0.10387
0.02156	0.86598	0.10451
0.02158	0.86612	0.10564
0.0216	0.86626	0.10678
0.02162	0.8669	0.10728
0.02164	0.86704	0.10842
0.02166	0.86775	0.10948
0.02168	0.86895	0.1099
0.02169	0.87016	0.11033
0.02171	0.87065	0.10969
0.02173	0.87121	0.10962
0.02175	0.87121	0.10962
0.02177	0.87178	0.10955
0.02179	0.87242	0.11004
0.02181	0.87291	0.1094
0.02183	0.87284	0.10884
0.02185	0.87284	0.10884
0.02187	0.87227	0.10891
0.02189	0.87178	0.10955
0.02191	0.87242	0.11004
0.02192	0.87361	0.11046
0.02194	0.87411	0.10983
0.02196	0.87516	0.10912
0.02198	0.87509	0.10856
0.022	0.87552	0.10737
0.02202	0.87538	0.10624
0.02204	0.87468	0.10518
0.02206	0.87292	0.10482
0.02208	0.87179	0.10496
0.0221	0.87186	0.10552
0.02212	0.87186	0.10552
0.02214	0.87179	0.10496
0.02216	0.87052	0.10396
0.02218	0.86939	0.1041
0.0222	0.86825	0.10423
0.02222	0.86719	0.10494
0.02224	0.86669	0.10557
0.02226	0.86619	0.10621
0.02228	0.86619	0.10621
0.0223	0.86619	0.10621
0.02232	0.86498	0.10578
0.02234	0.86384	0.10592
0.02236	0.86277	0.10663
0.02238	0.8622	0.1067
0.0224	0.86113	0.10742
0.02242	0.85998	0.10756
0.02244	0.85891	0.10828
0.02246	0.85726	0.10907
0.02248	0.85626	0.11036
0.0225	0.85468	0.11174
0.02252	0.85319	0.11369
0.02254	0.85242	0.11673
0.02256	0.8529	0.12018
0.02258	0.85446	0.12288
0.0226	0.85642	0.12435
0.02262	0.8583	0.12525
0.02265	0.8601	0.12557
0.02267	0.86132	0.12597
0.02269	0.86245	0.1258
0.02271	0.86359	0.12564
0.02273	0.86529	0.12539
0.02275	0.86626	0.1241
0.02277	0.86609	0.12297
0.02279	0.86594	0.12183
0.02281	0.86521	0.12078
0.02283	0.864	0.12037
0.02285	0.86286	0.12053
0.02288	0.86188	0.12183
0.0229	0.86204	0.12296
0.02292	0.86261	0.12288
0.02294	0.86318	0.1228
0.02296	0.86261	0.12288
0.02298	0.86261	0.12288
0.023	0.8631	0.12223
0.02302	0.86294	0.1211
0.02305	0.86213	0.11947
0.02307	0.8597	0.11865
0.02309	0.85692	0.11962
0.02311	0.85479	0.12108
0.02313	0.85397	0.12354
0.02315	0.85422	0.12526
0.02317	0.85439	0.12641
0.0232	0.85456	0.12755
0.02322	0.8553	0.12861
0.02324	0.85587	0.12852
0.02326	0.85636	0.12787
0.02328	0.8557	0.12738
0.02331	0.85505	0.12689
0.02333	0.85373	0.12592
0.02335	0.85144	0.12626
0.02337	0.84988	0.12767
0.02339	0.84815	0.12793
0.02342	0.84602	0.12943
0.02344	0.84407	0.1321
0.02346	0.84279	0.13527
0.02348	0.84201	0.13777
0.0235	0.84191	0.14075
0.02353	0.84192	0.14431
0.02355	0.84319	0.14825
0.02357	0.8461	0.15128
0.02359	0.84927	0.15249
0.02362	0.85221	0.15254
0.02364	0.85325	0.15177
0.02366	0.85382	0.15167
0.02368	0.85392	0.15224
0.02371	0.85402	0.15281
0.02373	0.85443	0.15507
0.02375	0.8553	0.15667
0.02377	0.85752	0.15918
0.0238	0.86121	0.16024
0.02382	0.86533	0.16063
0.02384	0.86949	0.15814
0.02387	0.87167	0.1543
0.02389	0.87164	0.15087
0.02391	0.8707	0.14873
0.02394	0.87032	0.1465
0.02396	0.8693	0.14379
0.02398	0.86612	0.14201
0.024	0.86331	0.14247
0.02403	0.86227	0.14323
0.02405	0.86058	0.14351
0.02407	0.85898	0.14436
0.0241	0.8586	0.14559
0.02412	0.85747	0.14578
0.02414	0.85586	0.14664
0.02417	0.85492	0.14797
0.02419	0.85455	0.1492
0.02422	0.85248	0.15074
