0.3	0
0.301	0
0.302	0
0.303	0
0.304	0
0.305	0
0.306	0
0.307	0
0.308	0
0.309	0
0.31	0
0.311	0
0.312	0
0.313	0
0.314	0
0.315	0
0.316	0
0.317	0
0.318	0
0.319	0
0.32	0
0.321	0
0.322	0
0.323	0
0.324	0
0.325	0
0.326	0
0.327	0
0.328	0
0.329	0
0.33	0
0.331	0
0.332	0
0.333	0
0.334	0
0.335	0
0.336	0
0.337	0
0.338	0
0.339	0
0.34	0
0.341	0
0.342	0
0.343	0
0.344	0
0.345	0
0.346	0
0.347	0
0.348	0
0.349	0
0.35	0
0.351	0
0.352	0
0.353	0
0.354	0
0.355	0
0.356	0
0.357	0
0.358	0
0.359	0
0.36	0
0.361	0
0.362	0
0.363	0
0.364	0
0.365	0
0.366	0
0.367	0
0.368	0
0.369	0
0.37	0
0.371	0
0.372	0
0.373	0
0.374	0
0.375	0
0.376	0
0.377	0
0.378	0
0.379	0
0.38	0
0.381	0
0.382	0
0.383	0
0.384	0
0.385	0
0.386	0
0.387	0
0.388	0
0.389	0
0.39	4.14616E-4
0.391	5.02833E-4
0.392	6.08499E-4
0.393	7.34444E-4
0.394	8.83739E-4
0.395	0.00106
0.396	0.00127
0.397	0.0015
0.398	0.00178
0.399	0.0021
0.4	0.00245
0.401	0.00285
0.402	0.0033
0.403	0.0038
0.404	0.00435
0.405	0.00497
0.406	0.00566
0.407	0.00642
0.408	0.00725
0.409	0.00814
0.41	0.00908
0.411	0.01006
0.412	0.01106
0.413	0.01211
0.414	0.01318
0.415	0.01429
0.416	0.01545
0.417	0.01664
0.418	0.01785
0.419	0.01907
0.42	0.02027
0.421	0.02145
0.422	0.0226
0.423	0.02375
0.424	0.02491
0.425	0.02612
0.426	0.0274
0.427	0.02875
0.428	0.03017
0.429	0.03165
0.43	0.03319
0.431	0.03478
0.432	0.03641
0.433	0.0381
0.434	0.03982
0.435	0.04158
0.436	0.04337
0.437	0.04517
0.438	0.04695
0.439	0.04869
0.44	0.05034
0.441	0.05188
0.442	0.05332
0.443	0.05471
0.444	0.05606
0.445	0.05743
0.446	0.05885
0.447	0.06031
0.448	0.06179
0.449	0.06327
0.45	0.06472
0.451	0.06615
0.452	0.06757
0.453	0.06905
0.454	0.07063
0.455	0.07238
0.456	0.07436
0.457	0.07659
0.458	0.07911
0.459	0.08195
0.46	0.08515
0.461	0.08873
0.462	0.09266
0.463	0.0969
0.464	0.10137
0.465	0.10601
0.466	0.11074
0.467	0.11551
0.468	0.12031
0.469	0.12512
0.47	0.1299
0.471	0.13463
0.472	0.13933
0.473	0.14402
0.474	0.14874
0.475	0.15351
0.476	0.15836
0.477	0.16332
0.478	0.16838
0.479	0.17354
0.48	0.17881
0.481	0.18418
0.482	0.18966
0.483	0.19521
0.484	0.20083
0.485	0.20648
0.486	0.21218
0.487	0.21803
0.488	0.22416
0.489	0.23073
0.49	0.23792
0.491	0.24587
0.492	0.2546
0.493	0.26408
0.494	0.27425
0.495	0.28507
0.496	0.29648
0.497	0.3085
0.498	0.32114
0.499	0.33442
0.5	0.34835
0.501	0.36296
0.502	0.37823
0.503	0.39414
0.504	0.41066
0.505	0.42776
0.506	0.4454
0.507	0.46354
0.508	0.48214
0.509	0.50114
0.51	0.5205
0.511	0.54014
0.512	0.56002
0.513	0.5801
0.514	0.60032
0.515	0.62063
0.516	0.64094
0.517	0.66108
0.518	0.68081
0.519	0.6999
0.52	0.71809
0.521	0.73516
0.522	0.75118
0.523	0.76631
0.524	0.78073
0.525	0.79465
0.526	0.80821
0.527	0.82138
0.528	0.83407
0.529	0.84617
0.53	0.85758
0.531	0.86824
0.532	0.87831
0.533	0.88799
0.534	0.89752
0.535	0.90714
0.536	0.917
0.537	0.92693
0.538	0.93667
0.539	0.94595
0.54	0.95447
0.541	0.96198
0.542	0.96844
0.543	0.97383
0.544	0.97815
0.545	0.98141
0.546	0.98367
0.547	0.98521
0.548	0.98638
0.549	0.98754
0.55	0.98902
0.551	0.99108
0.552	0.99349
0.553	0.99592
0.554	0.99802
0.555	0.99946
0.556	0.99999
0.557	0.99976
0.558	0.99898
0.559	0.99791
0.56	0.99677
0.561	0.99574
0.562	0.99471
0.563	0.99355
0.564	0.99212
0.565	0.99026
0.566	0.98786
0.567	0.98493
0.568	0.9815
0.569	0.9776
0.57	0.97326
0.571	0.96848
0.572	0.96314
0.573	0.95711
0.574	0.95025
0.575	0.94246
0.576	0.93369
0.577	0.92429
0.578	0.91467
0.579	0.90523
0.58	0.89636
0.581	0.88831
0.582	0.88085
0.583	0.87365
0.584	0.86638
0.585	0.85872
0.586	0.85043
0.587	0.84151
0.588	0.83201
0.589	0.82202
0.59	0.81159
0.591	0.80079
0.592	0.78965
0.593	0.77821
0.594	0.76647
0.595	0.75448
0.596	0.74225
0.597	0.72982
0.598	0.71725
0.599	0.70458
0.6	0.69186
0.601	0.6791
0.602	0.66629
0.603	0.65336
0.604	0.64028
0.605	0.62701
0.606	0.61352
0.607	0.59985
0.608	0.58607
0.609	0.57223
0.61	0.55838
0.611	0.54455
0.612	0.53077
0.613	0.51701
0.614	0.50329
0.615	0.4896
0.616	0.47594
0.617	0.4624
0.618	0.44902
0.619	0.43586
0.62	0.42299
0.621	0.41041
0.622	0.39804
0.623	0.38573
0.624	0.37339
0.625	0.36092
0.626	0.34829
0.627	0.33557
0.628	0.3229
0.629	0.31037
0.63	0.29809
0.631	0.28612
0.632	0.27448
0.633	0.26319
0.634	0.25226
0.635	0.24169
0.636	0.23148
0.637	0.22164
0.638	0.21216
0.639	0.20305
0.64	0.19431
0.641	0.18592
0.642	0.17783
0.643	0.16997
0.644	0.16228
0.645	0.15474
0.646	0.14731
0.647	0.14002
0.648	0.1329
0.649	0.12599
0.65	0.11931
0.651	0.11288
0.652	0.10671
0.653	0.1008
0.654	0.09517
0.655	0.0898
0.656	0.08469
0.657	0.07984
0.658	0.07523
0.659	0.07086
0.66	0.06671
0.661	0.06277
0.662	0.05904
0.663	0.05551
0.664	0.05216
0.665	0.049
0.666	0.04601
0.667	0.04318
0.668	0.04051
0.669	0.03798
0.67	0.0356
0.671	0.03335
0.672	0.03122
0.673	0.02922
0.674	0.02733
0.675	0.02554
0.676	0.02386
0.677	0.02228
0.678	0.02079
0.679	0.01939
0.68	0.01808
0.681	0.01685
0.682	0.01569
0.683	0.0146
0.684	0.01358
0.685	0.01262
0.686	0.01171
0.687	0.01086
0.688	0.01006
0.689	0.00933
0.69	0.00866
0.691	0.00805
0.692	0.00748
0.693	0.00696
0.694	0.00648
0.695	0.00603
0.696	0.00561
0.697	0.00522
0.698	0.00485
0.699	0.00451
0.7	0.0042
0.701	0.0039
0.702	0.00363
0.703	0.00337
0.704	0.00313
0.705	0.00291
0.706	0.0027
0.707	0.00251
0.708	0.00232
0.709	0.00215
0.71	0.002
0.711	0.00185
0.712	0.00171
0.713	0.00159
0.714	0.00147
0.715	0.00137
0.716	0.00127
0.717	0.00118
0.718	0.00109
0.719	0.00102
0.72	9.44727E-4
0.721	8.77517E-4
0.722	8.15044E-4
0.723	7.57076E-4
0.724	7.03376E-4
0.725	6.53705E-4
0.726	6.07805E-4
0.727	5.65344E-4
0.728	5.26005E-4
0.729	4.89506E-4
0.73	4.55597E-4
0.731	4.24055E-4
0.732	3.94686E-4
0.733	3.67318E-4
0.734	3.41794E-4
0.735	3.17974E-4
0.736	2.95744E-4
0.737	2.75056E-4
0.738	2.55864E-4
0.739	2.38114E-4
0.74	2.21745E-4
0.741	2.06671E-4
0.742	1.92747E-4
0.743	1.79831E-4
0.744	1.67802E-4
0.745	1.56557E-4
0.746	1.46017E-4
0.747	1.36153E-4
0.748	1.26945E-4
0.749	1.18367E-4
0.75	1.10393E-4
0.751	1.02991E-4
0.752	9.61184E-5
0.753	8.97332E-5
0.754	8.37969E-5
0.755	7.82744E-5
0.756	7.31331E-5
0.757	6.83414E-5
0.758	6.38704E-5
0.759	5.96939E-5
0.76	5.57886E-5
0.761	5.21351E-5
0.762	4.87218E-5
0.763	4.55385E-5
0.764	4.25744E-5
0.765	3.98188E-5
0.766	3.72588E-5
0.767	3.48747E-5
0.768	3.26477E-5
0.769	3.05614E-5
0.77	2.86018E-5
0.771	2.67584E-5
0.772	2.50294E-5
0.773	2.34137E-5
0.774	2.19091E-5
0.775	2.05126E-5
0.776	1.9219E-5
0.777	1.8018E-5
0.778	1.6899E-5
0.779	1.58531E-5
0.78	1.48724E-5
0.781	1.39509E-5
0.782	1.30853E-5
0.783	1.22733E-5
0.784	1.15123E-5
0.785	1.08E-5
0.786	1.01336E-5
0.787	9.50992E-6
0.788	8.92563E-6
0.789	8.37785E-6
0.79	7.86392E-6
0.791	7.38154E-6
0.792	6.9291E-6
0.793	6.50514E-6
0.794	6.10822E-6
0.795	5.73694E-6
0.796	5.38983E-6
0.797	5.06527E-6
0.798	4.76167E-6
0.799	4.47756E-6
0.8	4.2116E-6
0.801	3.96246E-6
0.802	3.72867E-6
0.803	3.50888E-6
0.804	3.30187E-6
0.805	3.10656E-6
0.806	2.92212E-6
0.807	2.74821E-6
0.808	2.58456E-6
0.809	2.43087E-6
0.81	2.28679E-6
0.811	2.15191E-6
0.812	2.02566E-6
0.813	1.90746E-6
0.814	1.79679E-6
0.815	1.69315E-6
0.816	1.59603E-6
0.817	1.5049E-6
0.818	1.41925E-6
0.819	1.3386E-6
0.82	1.26256E-6
0.821	1.19077E-6
0.822	1.12303E-6
0.823	1.05915E-6
0.824	9.98951E-7
0.825	9.42251E-7
0.826	8.8888E-7
0.827	8.38669E-7
0.828	7.91454E-7
0.829	7.47077E-7
0.83	7.05386E-7
0.831	0
0.832	0
0.833	0
0.834	0
0.835	0
0.836	0
0.837	0
0.838	0
0.839	0
0.84	0
0.841	0
0.842	0
0.843	0
0.844	0
0.845	0
0.846	0
0.847	0
0.848	0
0.849	0
0.85	0
0.851	0
0.852	0
0.853	0
0.854	0
0.855	0
0.856	0
0.857	0
0.858	0
0.859	0
0.86	0
0.861	0
0.862	0
0.863	0
0.864	0
0.865	0
0.866	0
0.867	0
0.868	0
0.869	0
0.87	0
0.871	0
0.872	0
0.873	0
0.874	0
0.875	0
0.876	0
0.877	0
0.878	0
0.879	0
0.88	0
0.881	0
0.882	0
0.883	0
0.884	0
0.885	0
0.886	0
0.887	0
0.888	0
0.889	0
0.89	0
0.891	0
0.892	0
0.893	0
0.894	0
0.895	0
0.896	0
0.897	0
0.898	0
0.899	0
0.9	0
0.901	0
0.902	0
0.903	0
0.904	0
0.905	0
0.906	0
0.907	0
0.908	0
0.909	0
0.91	0
0.911	0
0.912	0
0.913	0
0.914	0
0.915	0
0.916	0
0.917	0
0.918	0
0.919	0
0.92	0
0.921	0
0.922	0
0.923	0
0.924	0
0.925	0
0.926	0
0.927	0
0.928	0
0.929	0
0.93	0
0.931	0
0.932	0
0.933	0
0.934	0
0.935	0
0.936	0
0.937	0
0.938	0
0.939	0
0.94	0
0.941	0
0.942	0
0.943	0
0.944	0
0.945	0
0.946	0
0.947	0
0.948	0
0.949	0
0.95	0
0.951	0
0.952	0
0.953	0
0.954	0
0.955	0
0.956	0
0.957	0
0.958	0
0.959	0
0.96	0
0.961	0
0.962	0
0.963	0
0.964	0
0.965	0
0.966	0
0.967	0
0.968	0
0.969	0
0.97	0
0.971	0
0.972	0
0.973	0
0.974	0
0.975	0
0.976	0
0.977	0
0.978	0
0.979	0
0.98	0
0.981	0
0.982	0
0.983	0
0.984	0
0.985	0
0.986	0
0.987	0
0.988	0
0.989	0
0.99	0
0.991	0
0.992	0
0.993	0
0.994	0
0.995	0
0.996	0
0.997	0
0.998	0
0.999	0
1	0
1.001	0
1.002	0
1.003	0
1.004	0
1.005	0
1.006	0
1.007	0
1.008	0
1.009	0
1.01	0
1.011	0
1.012	0
1.013	0
1.014	0
1.015	0
1.016	0
1.017	0
1.018	0
1.019	0
1.02	0
1.021	0
1.022	0
1.023	0
1.024	0
1.025	0
1.026	0
1.027	0
1.028	0
1.029	0
1.03	0
1.031	0
1.032	0
1.033	0
1.034	0
1.035	0
1.036	0
1.037	0
1.038	0
1.039	0
1.04	0
1.041	0
1.042	0
1.043	0
1.044	0
1.045	0
1.046	0
1.047	0
1.048	0
1.049	0
1.05	0
1.051	0
1.052	0
1.053	0
1.054	0
1.055	0
1.056	0
1.057	0
1.058	0
1.059	0
1.06	0
1.061	0
1.062	0
1.063	0
1.064	0
1.065	0
1.066	0
1.067	0
1.068	0
1.069	0
1.07	0
1.071	0
1.072	0
1.073	0
1.074	0
1.075	0
1.076	0
1.077	0
1.078	0
1.079	0
1.08	0
1.081	0
1.082	0
1.083	0
1.084	0
1.085	0
1.086	0
1.087	0
1.088	0
1.089	0
1.09	0
1.091	0
1.092	0
1.093	0
1.094	0
1.095	0
1.096	0
1.097	0
1.098	0
1.099	0
1.1	0
1.101	0
1.102	0
1.103	0
1.104	0
1.105	0
1.106	0
1.107	0
1.108	0
1.109	0
1.11	0
1.111	0
1.112	0
1.113	0
1.114	0
1.115	0
1.116	0
1.117	0
1.118	0
1.119	0
1.12	0
1.121	0
1.122	0
1.123	0
1.124	0
1.125	0
1.126	0
1.127	0
1.128	0
1.129	0
1.13	0
1.131	0
1.132	0
1.133	0
1.134	0
1.135	0
1.136	0
1.137	0
1.138	0
1.139	0
1.14	0
1.141	0
1.142	0
1.143	0
1.144	0
1.145	0
1.146	0
1.147	0
1.148	0
1.149	0
1.15	0
1.151	0
1.152	0
1.153	0
1.154	0
1.155	0
1.156	0
1.157	0
1.158	0
1.159	0
1.16	0
1.161	0
1.162	0
1.163	0
1.164	0
1.165	0
1.166	0
1.167	0
1.168	0
1.169	0
1.17	0
1.171	0
1.172	0
1.173	0
1.174	0
1.175	0
1.176	0
1.177	0
1.178	0
1.179	0
1.18	0
1.181	0
1.182	0
1.183	0
1.184	0
1.185	0
1.186	0
1.187	0
1.188	0
1.189	0
1.19	0
1.191	0
1.192	0
1.193	0
1.194	0
1.195	0
1.196	0
1.197	0
1.198	0
1.199	0
1.2	0
