0.300	0.00101
0.301	0.00193
0.302	0.0032
0.303	0.00688
0.304	0.00993
0.305	0.01585
0.306	0.01918
0.307	0.02803
0.308	0.03805
0.309	0.04133
0.310	0.05253
0.311	0.07863
0.312	0.09218
0.313	0.1049
0.314	0.1188
0.315	0.13
0.316	0.1285
0.317	0.1685
0.318	0.1793
0.319	0.197
0.320	0.2125
0.321	0.2458
0.322	0.2243
0.323	0.2223
0.324	0.27
0.325	0.2903
0.326	0.3723
0.327	0.396
0.328	0.3638
0.329	0.42
0.33	0.4585
0.331	0.412
0.332	0.4313
0.333	0.425
0.334	0.4195
0.335	0.4555
0.336	0.4153
0.337	0.3815
0.338	0.4298
0.339	0.4628
0.34	0.493
0.341	0.4768
0.342	0.4875
0.343	0.5043
0.344	0.4303
0.345	0.4515
0.346	0.4813
0.347	0.4865
0.348	0.4763
0.349	0.4718
0.35	0.5238
0.351	0.5488
0.352	0.5123
0.353	0.5243
0.354	0.5968
0.355	0.6048
0.356	0.5528
0.357	0.4723
0.358	0.4293
0.359	0.4745
0.36	0.58
0.361	0.5275
0.362	0.5393
0.363	0.5918
0.364	0.5983
0.365	0.6318
0.366	0.721
0.367	0.7208
0.368	0.675
0.369	0.6965
0.37	0.7325
0.371	0.6953
0.372	0.6763
0.373	0.6078
0.374	0.5543
0.375	0.5943
0.376	0.6645
0.377	0.7185
0.378	0.833
0.379	0.7453
0.38	0.703
0.381	0.7398
0.382	0.5905
0.383	0.4633
0.384	0.5168
0.385	0.6495
0.386	0.631
0.387	0.646
0.388	0.6345
0.389	0.6885
0.39	0.7873
0.391	0.84
0.392	0.777
0.393	0.4993
0.394	0.5125
0.395	0.7875
0.396	0.7288
0.397	0.5068
0.398	0.832
0.399	1.06
0.4	1.114
0.401	1.159
0.402	1.19
0.403	1.168
0.404	1.174
0.405	1.15
0.406	1.121
0.407	1.109
0.408	1.154
0.409	1.198
0.41	1.088
0.411	1.164
0.412	1.225
0.413	1.195
0.414	1.186
0.415	1.22
0.416	1.251
0.417	1.226
0.418	1.184
0.419	1.201
0.42	1.151
0.421	1.249
0.422	1.248
0.423	1.215
0.424	1.215
0.425	1.24
0.426	1.21
0.427	1.176
0.428	1.168
0.429	1.074
0.43	0.8893
0.431	0.868
0.432	1.243
0.433	1.229
0.434	1.156
0.435	1.241
0.436	1.349
0.437	1.365
0.438	1.235
0.439	1.199
0.44	1.325
0.441	1.344
0.442	1.411
0.443	1.433
0.444	1.413
0.445	1.434
0.446	1.351
0.447	1.469
0.448	1.499
0.449	1.508
0.45	1.559
0.451	1.595
0.452	1.535
0.453	1.456
0.454	1.516
0.455	1.528
0.456	1.565
0.457	1.575
0.458	1.551
0.459	1.531
0.46	1.529
0.461	1.574
0.462	1.59
0.463	1.593
0.464	1.554
0.465	1.536
0.466	1.548
0.467	1.508
0.468	1.551
0.469	1.553
0.47	1.511
0.471	1.536
0.472	1.593
0.473	1.559
0.474	1.565
0.475	1.598
0.476	1.568
0.477	1.575
0.478	1.61
0.479	1.596
0.48	1.608
0.481	1.611
0.482	1.616
0.483	1.599
0.484	1.573
0.485	1.525
0.486	1.325
0.487	1.416
0.488	1.514
0.489	1.483
0.49	1.591
0.491	1.558
0.492	1.504
0.493	1.571
0.494	1.566
0.495	1.619
0.496	1.574
0.497	1.581
0.498	1.555
0.499	1.549
0.5	1.535
0.501	1.496
0.502	1.499
0.503	1.538
0.504	1.478
0.505	1.554
0.506	1.604
0.507	1.554
0.508	1.524
0.509	1.566
0.51	1.549
0.511	1.571
0.512	1.594
0.513	1.526
0.514	1.491
0.515	1.525
0.516	1.504
0.517	1.318
0.518	1.411
0.519	1.413
0.52	1.505
