Episode,Step,d1p,d2p,d3p,A,B,CRI,x,y,Reward,Action
14,101,22,17.0,20.0,78.25337082787746,3.8850038849355646,95.69842487439875,0.277757952216123,0.3086364197873757,-5,"['d2', 'forward']"
14,102,22,16.0,20.0,81.69848399225373,3.8177463606252724,96.2388466261848,0.283744100236791,0.3141432370933717,5,"['d2', 'backward']"
14,103,22,15.0,20.0,84.86336915142917,3.742887335586959,96.78259561074294,0.28975117233009795,0.3192375506384344,5,"['d2', 'backward']"
14,104,23,15.0,20.0,85.52257284525798,3.8078652758684437,96.80652700284122,0.2913647654485545,0.3206476470409938,5,"['d1', 'forward']"
14,105,23,14.0,20.0,88.1670789345422,3.7206340161218034,97.32281012646364,0.2972105618912144,0.3250489852218954,5,"['d2', 'backward']"
14,106,23,13.0,20.0,90.3319094471219,3.623430671450438,97.7483140258406,0.3028591100338768,0.3289378692419988,5,"['d2', 'backward']"
14,107,23,12.0,20.0,91.93201186100923,3.515048857843389,98.03537502616608,0.30820113264140564,0.33228781476132246,5,"['d2', 'backward']"
14,108,23,11.0,20.0,92.89423811060817,3.3941886233862864,98.14482906744706,0.31312563335612376,0.33508739076633415,5,"['d2', 'backward']"
14,109,22,11.0,20.0,92.88565630473079,3.3453975669635425,98.17005395384491,0.3120151393706157,0.3345284484822758,-5,"['d1', 'backward']"
14,110,21,11.0,20.0,92.80483734087849,3.295794675723091,98.19082103745394,0.31087065198192243,0.33389713142512145,-5,"['d1', 'backward']"
14,111,22,11.0,20.0,92.88565630473079,3.3453975669635425,98.17005395384491,0.3120151393706157,0.3345284484822758,5,"['d1', 'forward']"
14,112,21,11.0,20.0,92.80483734087849,3.295794675723091,98.19082103745394,0.31087065198192243,0.33389713142512145,-5,"['d1', 'backward']"
14,113,21,11.0,21.0,92.94434474615478,3.30230582892513,98.1711113002946,0.3119379052989217,0.3344584323165819,5,"['d3', 'forward']"
14,114,22,11.0,21.0,93.01601472465339,3.353836753801092,98.14663553839485,0.31297303013434247,0.3349515477560111,5,"['d1', 'forward']"
14,115,21,11.0,21.0,92.94434474615478,3.30230582892513,98.1711113002946,0.3119379052989217,0.3344584323165819,-5,"['d1', 'backward']"
14,116,20,11.0,21.0,92.80483734087849,3.250113637034413,98.19082103745401,0.31087065198192243,0.33389713142512145,-5,"['d1', 'backward']"
14,117,21,11.0,21.0,92.94434474615478,3.30230582892513,98.1711113002946,0.3119379052989217,0.3344584323165819,5,"['d1', 'forward']"
14,118,20,11.0,21.0,92.80483734087849,3.250113637034413,98.19082103745401,0.31087065198192243,0.33389713142512145,-5,"['d1', 'backward']"
14,119,21,11.0,21.0,92.94434474615478,3.30230582892513,98.1711113002946,0.3119379052989217,0.3344584323165819,5,"['d1', 'forward']"
14,120,20,11.0,21.0,92.80483734087849,3.250113637034413,98.19082103745401,0.31087065198192243,0.33389713142512145,-5,"['d1', 'backward']"
14,121,19,11.0,21.0,92.5984376354701,3.1974245852034877,98.20804986774033,0.3097759328029041,0.3332696649702221,-5,"['d1', 'backward']"
14,122,20,11.0,21.0,92.80483734087849,3.250113637034413,98.19082103745401,0.31087065198192243,0.33389713142512145,5,"['d1', 'forward']"
14,123,21,11.0,21.0,92.94434474615478,3.30230582892513,98.1711113002946,0.3119379052989217,0.3344584323165819,5,"['d1', 'forward']"
14,124,22,11.0,21.0,93.01601472465339,3.353836753801092,98.14663553839485,0.31297303013434247,0.3349515477560111,5,"['d1', 'forward']"
14,125,23,11.0,21.0,93.01933417651875,3.404542287300587,98.11487186972421,0.31397142896669256,0.33537483363718257,5,"['d1', 'forward']"
14,126,22,11.0,21.0,93.01601472465339,3.353836753801092,98.14663553839485,0.31297303013434247,0.3349515477560111,-5,"['d1', 'backward']"
14,127,21,11.0,21.0,92.94434474615478,3.30230582892513,98.1711113002946,0.3119379052989217,0.3344584323165819,-5,"['d1', 'backward']"
14,128,22,11.0,21.0,93.01601472465339,3.353836753801092,98.14663553839485,0.31297303013434247,0.3349515477560111,5,"['d1', 'forward']"
14,129,22,10.0,21.0,93.28017654695151,3.222783086574998,99.746597723578,0.31739643055143724,0.3372276746259585,5,"['d2', 'backward']"
14,130,23,10.0,21.0,93.12199691301701,3.2691440801768645,99.64061386105482,0.31822558657227756,0.3374824414630309,-5,"['d1', 'forward']"
14,131,23,10.0,22.0,93.02731796557002,3.2797672681408274,99.44541184610866,0.31887851424710745,0.3375612651897946,-5,"['d3', 'forward']"
14,132,23,10.0,23.0,92.88069927244813,3.2912965208850737,99.22647339690096,0.3194827831914901,0.3375766732443327,-5,"['d3', 'forward']"
14,133,22,10.0,23.0,93.02731796557002,3.2409684906014737,99.44541184610868,0.31887851424710745,0.33756126518979457,5,"['d1', 'backward']"
14,134,22,11.0,23.0,93.08440952058363,3.373000852039903,98.07493857667775,0.31477996468479025,0.335598919589098,5,"['d2', 'forward']"
14,135,22,11.0,22.0,93.0824253580972,3.363051119773642,98.11562819105716,0.313895974210202,0.3353087181659022,-5,"['d3', 'backward']"
14,136,22,11.0,21.0,93.01601472465339,3.353836753801092,98.14663553839485,0.31297303013434247,0.3349515477560111,-5,"['d3', 'backward']"
14,137,22,11.0,22.0,93.0824253580972,3.363051119773642,98.11562819105716,0.313895974210202,0.3353087181659022,5,"['d3', 'forward']"
14,138,22,11.0,23.0,93.08440952058363,3.373000852039903,98.07493857667775,0.31477996468479025,0.335598919589098,5,"['d3', 'forward']"
14,139,22,11.0,22.0,93.0824253580972,3.363051119773642,98.11562819105716,0.313895974210202,0.3353087181659022,-5,"['d3', 'backward']"
14,140,22,12.0,22.0,92.29373519776823,3.4810794103695657,98.04644467986292,0.3090941160768834,0.3326550757912762,-5,"['d2', 'forward']"
14,141,22,13.0,22.0,90.86314710738185,3.5868657848890466,97.78380805459037,0.3038571937047496,0.3294599690050104,-5,"['d2', 'forward']"
14,142,22,13.0,23.0,91.19297087024397,3.59784065416578,97.81860988164861,0.3050397550447651,0.3301125258252191,5,"['d3', 'forward']"
14,143,22,13.0,22.0,90.86314710738185,3.5868657848890466,97.78380805459037,0.3038571937047496,0.3294599690050104,-5,"['d3', 'backward']"
14,144,23,13.0,22.0,91.19297087024397,3.647759998377118,97.81860988164865,0.3050397550447651,0.3301125258252191,5,"['d1', 'forward']"
14,145,24,13.0,22.0,91.4456242710686,3.706840172957593,97.85472840533953,0.3062022057783334,0.3306996744967994,5,"['d1', 'forward']"
14,146,24,12.0,22.0,92.55296300567427,3.593346798009164,98.04911768122209,0.31114328880936487,0.33351585618509666,5,"['d2', 'backward']"
14,147,24,12.0,23.0,92.71898547496511,3.6074075969829575,98.03882746990186,0.3119471918265228,0.33369968145563456,5,"['d3', 'forward']"
14,148,24,12.0,24.0,92.82068702704211,3.621831401847745,98.01405875512053,0.312715246129658,0.3338236295737783,5,"['d3', 'forward']"
14,149,25,12.0,24.0,92.85734048548612,3.6787731286971375,97.97238720855646,0.31344411517466414,0.33388758245838035,5,"['d1', 'forward']"
14,150,26,12.0,24.0,92.82862928393908,3.7335814587616505,97.91253612796496,0.3141305729064033,0.33389169539082897,-5,"['d1', 'forward']"
14,151,26,11.0,24.0,92.727186951841,3.601117113205795,99.09703695104392,0.3179452951307836,0.3355979060849498,-5,"['d2', 'backward']"
14,152,26,11.0,25.0,92.66465801997167,3.618776196334799,98.83360407162152,0.3182694527908192,0.33528881610139,-5,"['d3', 'forward']"
14,153,27,11.0,25.0,92.47648095791901,3.670105567893609,98.55539799909265,0.31861137345360174,0.3349817630274245,-5,"['d1', 'forward']"
14,154,27,11.0,26.0,92.39369478211536,3.6887839473379413,98.2757041146165,0.3187745520838153,0.33452435616347587,-5,"['d3', 'forward']"
14,155,27,11.0,25.0,92.47648095791901,3.670105567893609,98.55539799909265,0.31861137345360174,0.3349817630274245,5,"['d3', 'backward']"
14,156,27,11.0,26.0,92.39369478211536,3.6887839473379413,98.2757041146165,0.3187745520838153,0.33452435616347587,-5,"['d3', 'forward']"
14,157,27,11.0,27.0,92.26592502094336,3.7071175933493454,97.98998026449657,0.31889154337357156,0.3340247168907323,-5,"['d3', 'forward']"
14,158,27,12.0,27.0,92.83709781796149,3.839355314252648,97.2370504473495,0.31574666028902326,0.3328214121771739,5,"['d2', 'forward']"
14,159,27,11.0,27.0,92.26592502094336,3.7071175933493454,97.98998026449657,0.31889154337357156,0.3340247168907323,-5,"['d2', 'backward']"
14,160,26,11.0,27.0,92.39369478211538,3.6539875588063877,98.27570411461647,0.3187745520838152,0.3345243561634759,5,"['d1', 'backward']"
14,161,27,11.0,27.0,92.26592502094336,3.7071175933493454,97.98998026449657,0.31889154337357156,0.3340247168907323,-5,"['d1', 'forward']"
14,162,27,10.0,27.0,91.1199316800192,3.560736170374521,97.16299525069618,0.32148599762602625,0.3348730114071892,-5,"['d2', 'backward']"
14,163,26,10.0,27.0,91.34124571595625,3.509604080573179,97.43522517008896,0.3215303286278334,0.3354740495010566,5,"['d1', 'backward']"
14,164,27,10.0,27.0,91.1199316800192,3.560736170374521,97.16299525069618,0.32148599762602625,0.3348730114071892,-5,"['d1', 'forward']"
14,165,27,10.0,26.0,91.34124571595625,3.541265824796315,97.43522517008894,0.3215303286278333,0.33547404950105647,5,"['d3', 'backward']"
14,166,26,10.0,26.0,91.59794351868835,3.491105190952864,97.70684664154922,0.321470139298384,0.3359896592262521,5,"['d1', 'backward']"
14,167,25,10.0,26.0,91.81693686580084,3.439125713793757,97.9741160745062,0.3213580068262314,0.33645831972409374,5,"['d1', 'backward']"
14,168,25,11.0,26.0,92.66465801997167,3.5818554630425377,98.83360407162152,0.3182694527908192,0.33528881610139,5,"['d2', 'forward']"
14,169,25,12.0,26.0,92.896196489386,3.7107702383868535,97.82849692225776,0.31461622741005657,0.33371060960807214,5,"['d2', 'forward']"
14,170,26,12.0,26.0,92.9058375180177,3.767830676845936,97.68362457900773,0.3150607264118233,0.333480311858236,5,"['d1', 'forward']"
14,171,25,12.0,26.0,92.896196489386,3.7107702383868535,97.82849692225776,0.31461622741005657,0.33371060960807214,-5,"['d1', 'backward']"
14,172,24,12.0,26.0,92.82862928393908,3.6511770661418974,97.91253612796497,0.3141305729064033,0.33389169539082897,-5,"['d1', 'backward']"
14,173,25,12.0,26.0,92.896196489386,3.7107702383868535,97.82849692225776,0.31461622741005657,0.33371060960807214,5,"['d1', 'forward']"
14,174,25,12.0,25.0,92.90758332471594,3.69481318915411,97.91331735216053,0.31405118312619534,0.33382640163762006,5,"['d3', 'backward']"
14,175,26,12.0,25.0,92.896196489386,3.750829908548233,97.8284969222578,0.31461622741005657,0.33371060960807214,-5,"['d1', 'forward']"
14,176,26,12.0,24.0,92.82862928393908,3.7335814587616505,97.91253612796496,0.3141305729064033,0.33389169539082897,-5,"['d3', 'backward']"
14,177,25,12.0,24.0,92.85734048548612,3.6787731286971375,97.97238720855646,0.31344411517466414,0.33388758245838035,5,"['d1', 'backward']"
14,178,26,12.0,24.0,92.82862928393908,3.7335814587616505,97.91253612796496,0.3141305729064033,0.33389169539082897,-5,"['d1', 'forward']"
14,179,27,12.0,24.0,92.73465420851133,3.7860627289791497,97.82691266833346,0.3147715417475328,0.3338363919647107,-5,"['d1', 'forward']"
14,180,28,12.0,24.0,92.57593283909536,3.836051761963402,97.6803345958652,0.315364120517967,0.333722354336023,-5,"['d1', 'forward']"
14,181,27,12.0,24.0,92.73465420851133,3.7860627289791497,97.82691266833346,0.3147715417475328,0.3338363919647107,5,"['d1', 'backward']"
14,182,26,12.0,24.0,92.82862928393908,3.7335814587616505,97.91253612796496,0.3141305729064033,0.33389169539082897,5,"['d1', 'backward']"
14,183,27,12.0,24.0,92.73465420851133,3.7860627289791497,97.82691266833346,0.3147715417475328,0.3338363919647107,-5,"['d1', 'forward']"
14,184,26,12.0,24.0,92.82862928393908,3.7335814587616505,97.91253612796496,0.3141305729064033,0.33389169539082897,5,"['d1', 'backward']"
14,185,25,12.0,24.0,92.85734048548612,3.6787731286971375,97.97238720855646,0.31344411517466414,0.33388758245838035,5,"['d1', 'backward']"
14,186,24,12.0,24.0,92.82068702704211,3.621831401847745,98.01405875512053,0.312715246129658,0.3338236295737783,-5,"['d1', 'backward']"
14,187,25,12.0,24.0,92.85734048548612,3.6787731286971375,97.97238720855646,0.31344411517466414,0.33388758245838035,5,"['d1', 'forward']"
14,188,24,12.0,24.0,92.82068702704211,3.621831401847745,98.01405875512053,0.312715246129658,0.3338236295737783,-5,"['d1', 'backward']"
14,189,25,12.0,24.0,92.85734048548612,3.6787731286971375,97.97238720855646,0.31344411517466414,0.33388758245838035,5,"['d1', 'forward']"
14,190,25,12.0,25.0,92.90758332471594,3.69481318915411,97.91331735216053,0.31405118312619534,0.33382640163762006,5,"['d3', 'forward']"
14,191,25,11.0,25.0,92.801157706041,3.5653715286635363,99.10000765901337,0.3178772003644793,0.3355429913132312,-5,"['d2', 'backward']"
14,192,26,11.0,25.0,92.66465801997167,3.618776196334799,98.83360407162152,0.3182694527908192,0.33528881610139,-5,"['d1', 'forward']"
14,193,25,11.0,25.0,92.801157706041,3.5653715286635363,99.10000765901337,0.3178772003644793,0.3355429913132312,5,"['d1', 'backward']"
14,194,25,11.0,26.0,92.66465801997167,3.5818554630425377,98.83360407162152,0.3182694527908192,0.33528881610139,-5,"['d3', 'forward']"
14,195,25,12.0,26.0,92.896196489386,3.7107702383868535,97.82849692225776,0.31461622741005657,0.33371060960807214,5,"['d2', 'forward']"
14,196,25,12.0,27.0,92.82316389611304,3.726472740227342,97.68281046960774,0.3151368019218611,0.33354110018414224,-5,"['d3', 'forward']"
14,197,25,12.0,28.0,92.68885159594042,3.7417567955382074,97.47185433373478,0.3156106313483315,0.3333189879389674,-5,"['d3', 'forward']"
14,198,25,12.0,27.0,92.82316389611304,3.726472740227342,97.68281046960774,0.3151368019218611,0.33354110018414224,5,"['d3', 'backward']"
14,199,26,12.0,27.0,92.8574068546642,3.7843964153127088,97.47378788571483,0.31546224534814526,0.3332021628002274,5,"['d1', 'forward']"
14,200,26,13.0,27.0,92.73146617622966,3.9018890692946355,97.8588442072786,0.31164705886356536,0.3314894069269603,-5,"['d2', 'forward']"
14,201,26,13.0,28.0,92.73718384700196,3.9166238541255383,97.77327894383828,0.3121838701056725,0.33131123122929074,5,"['d3', 'forward']"
14,202,26,14.0,28.0,92.15909341918218,4.021006507429834,97.88424156832424,0.3081100301835403,0.32936104306346714,-5,"['d2', 'forward']"
14,203,26,13.0,28.0,92.73718384700196,3.9166238541255383,97.77327894383828,0.3121838701056725,0.33131123122929074,5,"['d2', 'backward']"
14,204,26,14.0,28.0,92.15909341918218,4.021006507429834,97.88424156832424,0.3081100301835403,0.32936104306346714,-5,"['d2', 'forward']"
14,205,26,14.0,29.0,92.20780423150497,4.033274823731987,97.85864502377886,0.3087916019765494,0.32930280547351565,5,"['d3', 'forward']"
14,206,26,14.0,28.0,92.15909341918218,4.021006507429834,97.88424156832424,0.3081100301835403,0.32936104306346714,-5,"['d3', 'backward']"
14,207,26,14.0,27.0,92.03425967544999,4.007481699375414,97.88119966497318,0.3073960388080519,0.3293743592909192,-5,"['d3', 'backward']"
14,208,26,13.0,27.0,92.73146617622966,3.9018890692946355,97.8588442072786,0.31164705886356536,0.3314894069269603,5,"['d2', 'backward']"
14,209,26,13.0,26.0,92.65854490412715,3.886279730541072,97.91371942137076,0.31107233115980015,0.33162128410167135,-5,"['d3', 'backward']"
14,210,27,13.0,26.0,92.73146617622966,3.9424053894242332,97.85884420727855,0.31164705886356536,0.3314894069269603,5,"['d1', 'forward']"
14,211,27,13.0,25.0,92.57106456734223,3.9254254312657784,97.91271368656957,0.31116003721811697,0.3316928875068933,-5,"['d3', 'backward']"
14,212,28,13.0,25.0,92.55243316111866,3.977758563227594,97.85654160620028,0.3118182899521851,0.33162668522324257,-5,"['d1', 'forward']"
14,213,29,13.0,25.0,92.46313131048036,4.026847741490201,97.76899338809571,0.3124338911360962,0.33150795377241904,-5,"['d1', 'forward']"
14,214,28,13.0,25.0,92.55243316111866,3.977758563227594,97.85654160620028,0.3118182899521851,0.33162668522324257,5,"['d1', 'backward']"
14,215,28,14.0,25.0,91.84691042552785,4.088122984010715,97.8798161975608,0.3075912232276915,0.3295349031967431,-5,"['d2', 'forward']"
14,216,29,14.0,25.0,91.87125654129679,4.138173398313224,97.88133491198933,0.3083953365998795,0.32959057737489533,5,"['d1', 'forward']"
14,217,30,14.0,25.0,91.81586793286225,4.184540297832085,97.85340440063706,0.30916115262754706,0.32959332852216305,-5,"['d1', 'forward']"
14,218,29,14.0,25.0,91.87125654129679,4.138173398313224,97.88133491198933,0.3083953365998795,0.32959057737489533,5,"['d1', 'backward']"
14,219,30,14.0,25.0,91.81586793286225,4.184540297832085,97.85340440063706,0.30916115262754706,0.32959332852216305,-5,"['d1', 'forward']"
14,220,29,14.0,25.0,91.87125654129679,4.138173398313224,97.88133491198933,0.3083953365998795,0.32959057737489533,5,"['d1', 'backward']"
14,221,29,13.0,25.0,92.46313131048036,4.026847741490201,97.76899338809571,0.3124338911360962,0.33150795377241904,5,"['d2', 'backward']"
14,222,28,13.0,25.0,92.55243316111866,3.977758563227594,97.85654160620028,0.3118182899521851,0.33162668522324257,5,"['d1', 'backward']"
14,223,27,13.0,25.0,92.57106456734223,3.9254254312657784,97.91271368656957,0.31116003721811697,0.3316928875068933,5,"['d1', 'backward']"
14,224,27,12.0,25.0,92.82316389611304,3.8043190059297487,97.68281046960779,0.3151368019218611,0.33354110018414224,5,"['d2', 'backward']"
14,225,27,12.0,26.0,92.8574068546642,3.822149669614678,97.47378788571483,0.31546224534814526,0.3332021628002274,5,"['d3', 'forward']"
14,226,27,13.0,26.0,92.73146617622966,3.9424053894242332,97.85884420727855,0.31164705886356536,0.3314894069269603,-5,"['d2', 'forward']"
14,227,27,14.0,26.0,92.03425967544999,4.050557007637759,97.88119966497311,0.3073960388080519,0.32937435929091924,-5,"['d2', 'forward']"
14,228,27,13.0,26.0,92.73146617622966,3.9424053894242332,97.85884420727855,0.31164705886356536,0.3314894069269603,5,"['d2', 'backward']"
14,229,26,13.0,26.0,92.65854490412715,3.886279730541072,97.91371942137076,0.31107233115980015,0.33162128410167135,-5,"['d1', 'backward']"
14,230,26,14.0,26.0,91.8342729207178,3.9928321789284573,97.85428636237312,0.3066528767373623,0.3293422469503345,-5,"['d2', 'forward']"
14,231,25,14.0,26.0,91.56062418996925,3.9314895228568787,97.8100154185893,0.30588383170791006,0.3292644059010491,-5,"['d1', 'backward']"
14,232,25,14.0,27.0,91.74308773931394,3.945607469433154,97.85376344868762,0.3067527234875543,0.32942614477062176,5,"['d3', 'forward']"
14,233,26,14.0,27.0,92.03425967544999,4.007481699375414,97.88119966497318,0.3073960388080519,0.3293743592909192,5,"['d1', 'forward']"
14,234,27,14.0,27.0,92.25538846824668,4.065517599067107,97.88520743379378,0.30801452923883277,0.3292840211824751,5,"['d1', 'forward']"
14,235,28,14.0,27.0,92.40487454732876,4.119595047508292,97.86125739707917,0.30860564940063395,0.32915609637758503,5,"['d1', 'forward']"
14,236,27,14.0,27.0,92.25538846824668,4.065517599067107,97.88520743379378,0.30801452923883277,0.3292840211824751,-5,"['d1', 'backward']"
14,237,27,14.0,28.0,92.40487454732876,4.079160773756699,97.8612573970792,0.30860564940063395,0.32915609637758503,5,"['d3', 'forward']"
14,238,28,14.0,28.0,92.58253196922844,4.133152326263677,97.81113016555655,0.30907627315642977,0.3289216959681619,5,"['d1', 'forward']"
14,239,29,14.0,28.0,92.69078409499664,4.182932631290912,97.72444479267779,0.30952012357349357,0.32865957785004235,5,"['d1', 'forward']"
14,240,29,13.0,28.0,92.93190355138444,4.0758554940733225,97.13819045502623,0.3130851741532622,0.33017065829317843,5,"['d2', 'backward']"
14,241,28,13.0,28.0,92.92759515351784,4.026604296435906,97.39134230660645,0.3128183862087894,0.3305810175850378,-5,"['d1', 'backward']"
14,242,27,13.0,28.0,92.8625246667491,3.9734998022128303,97.61781628646052,0.3125176115492855,0.3309619623805772,-5,"['d1', 'backward']"
14,243,27,12.0,28.0,92.7622687009464,3.8557527708163546,96.98415859255226,0.3159889943128624,0.3324008479931053,-5,"['d2', 'backward']"
14,244,27,12.0,27.0,92.83709781796149,3.839355314252648,97.2370504473495,0.31574666028902326,0.3328214121771739,5,"['d3', 'backward']"
14,245,28,12.0,27.0,92.76226870094636,3.8911818815601946,96.9841585925523,0.3159889943128624,0.3324008479931053,-5,"['d1', 'forward']"
14,246,29,12.0,27.0,92.63326904568929,3.939752008960703,96.71911659949676,0.31618836583205373,0.33194262209628816,-5,"['d1', 'forward']"
14,247,30,12.0,27.0,92.45076236375265,3.984984224345626,97.97118273950106,0.316344073612313,0.3314490215687917,-5,"['d1', 'forward']"
14,248,29,12.0,27.0,92.63326904568929,3.939752008960703,96.71911659949676,0.31618836583205373,0.33194262209628816,5,"['d1', 'backward']"
14,249,29,12.0,28.0,92.63100637845551,3.956381243254159,97.98188142866296,0.3162112110821875,0.3313503393749319,-5,"['d3', 'forward']"
14,250,28,12.0,28.0,92.72218730287017,3.907800129670967,96.72075549323507,0.3161197874425903,0.331890857117595,5,"['d1', 'backward']"
15,1,10.0,39.0,43.0,17.00023736376092,2.7762745024478512,90.21144422368583,0.2679791656562489,0.3052090938715669,5,"['d1', 'forward']"
15,2,11.0,39.0,43.0,17.508872616889995,2.95174295479624,90.25591143969038,0.26663987674604406,0.30325247917687986,5,"['d1', 'forward']"
15,3,12.0,39.0,43.0,18.046347765460304,3.124362381322269,90.28844623818574,0.26531101331765355,0.3013220590348019,5,"['d1', 'forward']"
15,4,13.0,39.0,43.0,18.613561319202685,3.292056575142854,90.3062009020839,0.26400500087975315,0.29944374531858353,5,"['d1', 'forward']"
15,5,13.0,38.0,43.0,20.030645558123616,3.285512946191683,90.48454407734617,0.2657070564314144,0.30131012911037003,5,"['d2', 'backward']"
15,6,13.0,37.0,43.0,21.541113324679536,3.278913031398495,90.67767816815396,0.2674853029128784,0.3032065125581863,5,"['d2', 'backward']"
15,7,14.0,37.0,43.0,22.21663727257833,3.438484770615521,90.69834453672085,0.2662518487253563,0.3014628139082841,5,"['d1', 'forward']"
15,8,14.0,36.0,43.0,23.86478976512559,3.4310414362353296,90.91837071587793,0.2681294851004973,0.3034143890362471,5,"['d2', 'backward']"
15,9,15.0,36.0,43.0,24.61673379636535,3.582082543449602,90.93209488551575,0.26696485365818556,0.3018007981536793,5,"['d1', 'forward']"
15,10,16.0,36.0,43.0,25.40455241277131,3.724193256276791,90.92434210460996,0.2658660539134877,0.3003252204860978,5,"['d1', 'forward']"
15,11,17.0,36.0,43.0,26.22811874060909,3.856540704834043,90.89129295567523,0.2648514290350596,0.2990262641452452,5,"['d1', 'forward']"
15,12,17.0,35.0,43.0,28.110856005039025,3.847473157288843,91.17109999519094,0.2668659001096822,0.3010517697487107,5,"['d2', 'backward']"
15,13,18.0,35.0,43.0,29.01661156732574,3.969376984594723,91.12598371054729,0.2659681186787516,0.29997079946179683,5,"['d1', 'forward']"
15,14,18.0,35.0,42.0,29.326494663615684,3.9725252482778592,90.4366694660845,0.26221409089506575,0.2967733352816466,5,"['d3', 'backward']"
15,15,18.0,34.0,42.0,31.38819451866374,3.963069459958342,90.76257195473656,0.2643966088720398,0.29897825173561304,5,"['d2', 'backward']"
15,16,18.0,33.0,42.0,33.5574944883203,3.953189448192485,91.1104402011161,0.2666790304410957,0.3012066818846186,5,"['d2', 'backward']"
15,17,18.0,33.0,41.0,33.847805281233455,3.9571585604280894,90.49493684660499,0.26297000578320345,0.2979443516354063,5,"['d3', 'backward']"
15,18,19.0,33.0,41.0,34.90187779222732,4.070408024203882,90.43609396305546,0.26233519981388564,0.2971884669334526,5,"['d1', 'forward']"
15,19,19.0,32.0,41.0,37.253296101926345,4.060070417299867,90.83502024296932,0.26480845046321905,0.29960651549657685,5,"['d2', 'backward']"
15,20,19.0,32.0,40.0,37.494117019599734,4.065567896208142,90.27527236720877,0.26117237919440417,0.29622360667413444,5,"['d3', 'backward']"
15,21,19.0,31.0,40.0,39.97815246680916,4.05474899946783,90.70261344121488,0.2638356504207185,0.298861000661799,5,"['d2', 'backward']"
15,22,19.0,30.0,40.0,42.56532394609987,4.043201534106488,91.15620694499312,0.26661998893389144,0.3015124711451036,5,"['d2', 'backward']"
15,23,20.0,30.0,40.0,43.79468086132338,4.147373406036291,91.13446873072601,0.26621192499484114,0.3009999669351628,5,"['d1', 'forward']"
15,24,20.0,29.0,40.0,46.517767116863375,4.13487732485114,91.6406272795314,0.26912681326829907,0.30362384546681614,5,"['d2', 'backward']"
15,25,21.0,29.0,40.0,47.81412379576836,4.229566658745766,91.62470778203753,0.26885366461766513,0.30330862149808774,5,"['d1', 'forward']"
15,26,21.0,29.0,39.0,48.05147954416891,4.237771349020961,91.11709375130083,0.26556882117816255,0.30039302280806984,5,"['d3', 'backward']"
15,27,22.0,29.0,39.0,49.36976395659029,4.324431230864333,91.07456624820573,0.26550477212220974,0.300399328929897,5,"['d1', 'forward']"
15,28,23.0,29.0,39.0,50.702285434945026,4.402257688801632,91.0105788916486,0.26559372384208996,0.3006789475060309,5,"['d1', 'forward']"
15,29,24.0,29.0,39.0,52.04180915321851,4.471665962875361,90.92381111891451,0.2658501005727907,0.3012530114807423,5,"['d1', 'forward']"
15,30,24.0,28.0,39.0,55.00478146591943,4.458757095690962,91.58817873430836,0.2689607550751226,0.30378993146114863,5,"['d2', 'backward']"
15,31,25.0,28.0,39.0,56.36871933689933,4.520567056760764,91.51502842357479,0.26937039559606707,0.30454630642316677,5,"['d1', 'forward']"
15,32,25.0,27.0,39.0,59.397101491025026,4.506533148460193,92.2438042534097,0.2725574376156861,0.30691815374034803,5,"['d2', 'backward']"
15,33,25.0,26.0,39.0,62.44325338314152,4.490796862790964,92.99553054034132,0.2758382106338443,0.30923860860962504,5,"['d2', 'backward']"
15,34,26.0,26.0,39.0,63.81832220775504,4.545901758986243,92.97801720313889,0.2763390918623157,0.30998864539489185,5,"['d1', 'forward']"
15,35,27.0,26.0,39.0,65.16551752406782,4.594189699110758,92.94082305404315,0.27700986694601615,0.3110050568358277,5,"['d1', 'forward']"
15,36,28.0,26.0,39.0,66.47430198282116,4.636157100371924,92.88400382358441,0.27785697111598295,0.31228934734702424,5,"['d1', 'forward']"
15,37,28.0,25.0,39.0,69.50119119513619,4.6194324474435975,93.77066275903455,0.2810167578915546,0.314015326714427,5,"['d2', 'backward']"
15,38,29.0,25.0,39.0,70.75220809546111,4.655935463875011,93.7369280738245,0.28195302423070384,0.31535185354381867,5,"['d1', 'forward']"
15,39,30.0,25.0,39.0,71.94075814457544,4.68709001753481,93.68558769648807,0.2830592929666553,0.31692780134631265,5,"['d1', 'forward']"
15,40,31.0,25.0,39.0,73.05591099195725,4.713347372549004,93.61851531084542,0.2843347870591244,0.3187304932135454,5,"['d1', 'forward']"
15,41,32.0,25.0,39.0,74.08693820888527,4.73513534881838,93.5383985568944,0.28577613310291167,0.3207423773671176,5,"['d1', 'forward']"
15,42,33.0,25.0,39.0,75.02354471422194,4.752855548990393,93.4486078657587,0.28737735364185474,0.3229415356399678,5,"['d1', 'forward']"
15,43,33.0,24.0,39.0,77.8857397429661,4.735462258796905,94.53074727072183,0.28996326743779915,0.32341563103322024,5,"['d2', 'backward']"
15,44,33.0,23.0,39.0,80.60462523177401,4.715225597986118,95.60212580514141,0.29252897363730945,0.32380357637662044,5,"['d2', 'backward']"
15,45,34.0,23.0,39.0,81.39035592151374,4.729885314382075,95.56553380900148,0.29396205755680455,0.32566339492028623,5,"['d1', 'forward']"
15,46,34.0,22.0,39.0,83.89616130068354,4.706687359839842,96.62512123525002,0.29631334576433116,0.3257132696217425,5,"['d2', 'backward']"
